Id,SalePrice
1461,119422.06
1462,180684.95
1463,174384.78
1464,177144.1
1465,181222.02
1466,172736.2
1467,173428.48
1468,165014.34
1469,209994.88
1470,119017.625
1471,200247.11
1472,82614.98
1473,85545.63
1474,140660.2
1475,109165.47
1476,332848.56
1477,247951.83
1478,285340.1
1479,286181.62
1480,480484.53
1481,339136.66
1482,197862.33
1483,183252.56
1484,165738.52
1485,169534.62
1486,190072.03
1487,309148.0
1488,246658.23
1489,197064.28
1490,214806.92
1491,191380.88
1492,92235.15
1493,198608.22
1494,272088.8
1495,287248.22
1496,230425.19
1497,176194.84
1498,164058.67
1499,164932.25
1500,162159.34
1501,176773.03
1502,152135.31
1503,274489.12
1504,231981.28
1505,213726.14
1506,187635.06
1507,254482.53
1508,196941.53
1509,166290.39
1510,162481.94
1511,140711.36
1512,175936.44
1513,151207.0
1514,131711.66
1515,199333.4
1516,149128.72
1517,170388.61
1518,101822.73
1519,223827.88
1520,133491.77
1521,127618.04
1522,179089.27
1523,106681.664
1524,123801.414
1525,116770.05
1526,105702.82
1527,103767.36
1528,138278.89
1529,139449.25
1530,184548.5
1531,125357.59
1532,120786.87
1533,146548.23
1534,121847.664
1535,155830.84
1536,118041.22
1537,66958.48
1538,163126.14
1539,167729.0
1540,85100.62
1541,137936.03
1542,144580.47
1543,183935.1
1544,103290.4
1545,119532.48
1546,153151.89
1547,152972.77
1548,137498.83
1549,109047.91
1550,143506.6
1551,123283.836
1552,144672.0
1553,136571.03
1554,119803.59
1555,168795.97
1556,80949.53
1557,111824.82
1558,92659.94
1559,95306.516
1560,115177.06
1561,102887.64
1562,131502.44
1563,118048.055
1564,149715.27
1565,149331.97
1566,252767.77
1567,74758.89
1568,214793.8
1569,123473.0
1570,134634.12
1571,123741.22
1572,140960.64
1573,247272.14
1574,111526.734
1575,218146.95
1576,226341.61
1577,192615.73
1578,128175.74
1579,141316.84
1580,190721.83
1581,156348.53
1582,126973.28
1583,357354.5
1584,205754.66
1585,142567.11
1586,67999.98
1587,109187.0
1588,141798.28
1589,108441.11
1590,130795.19
1591,72592.45
1592,116637.59
1593,132926.75
1594,114973.195
1595,78200.18
1596,204712.53
1597,168570.3
1598,190606.6
1599,164894.58
1600,158372.25
1601,60856.01
1602,113259.09
1603,95859.53
1604,285583.38
1605,260005.67
1606,163127.89
1607,147819.4
1608,223220.7
1609,191777.9
1610,150879.16
1611,139908.45
1612,177913.14
1613,167262.75
1614,132398.98
1615,87903.09
1616,81856.2
1617,81170.07
1618,122455.91
1619,136838.39
1620,171997.52
1621,149573.11
1622,132831.48
1623,288537.28
1624,216250.45
1625,114150.74
1626,173643.08
1627,180675.33
1628,271216.88
1629,170554.56
1630,367037.25
1631,213666.08
1632,241312.36
1633,153886.31
1634,185521.06
1635,177563.67
1636,156844.92
1637,189172.16
1638,202725.81
1639,183580.81
1640,245567.61
1641,172544.39
1642,216122.45
1643,215847.02
1644,214599.22
1645,188837.36
1646,160053.73
1647,155204.08
1648,137755.27
1649,137422.25
1650,122167.3
1651,125178.12
1652,95713.57
1653,97627.305
1654,137505.17
1655,151293.2
1656,138938.61
1657,144856.39
1658,137672.3
1659,137424.56
1660,159448.75
1661,426366.2
1662,379303.66
1663,366031.78
1664,544185.2
1665,302242.7
1666,331104.4
1667,339072.6
1668,326255.2
1669,312717.66
1670,339397.88
1671,263324.2
1672,424774.56
1673,288123.28
1674,256039.4
1675,185320.9
1676,199624.52
1677,227611.03
1678,505758.53
1679,392555.34
1680,323362.22
1681,237395.55
1682,303724.66
1683,178079.22
1684,176653.47
1685,170405.39
1686,166029.22
1687,159983.14
1688,188283.92
1689,184428.53
1690,194521.97
1691,181800.31
1692,250227.2
1693,164625.81
1694,183719.69
1695,157983.11
1696,279073.88
1697,161174.05
1698,353779.03
1699,284637.16
1700,239466.66
1701,255261.95
1702,258857.81
1703,267687.3
1704,306907.53
1705,225967.23
1706,414705.72
1707,206677.3
1708,201971.67
1709,270904.88
1710,227683.36
1711,259755.47
1712,265063.25
1713,278570.97
1714,219424.58
1715,203735.62
1716,191823.12
1717,179130.92
1718,139236.47
1719,193447.94
1720,199614.27
1721,177551.78
1722,131372.98
1723,170608.14
1724,224787.27
1725,230450.97
1726,174292.86
1727,158667.4
1728,183602.64
1729,162240.53
1730,146328.31
1731,118708.96
1732,127358.32
1733,115393.25
1734,121140.1
1735,134860.42
1736,122255.15
1737,292635.06
1738,224607.7
1739,259061.92
1740,218567.14
1741,188767.92
1742,163254.42
1743,160250.72
1744,261576.02
1745,218488.0
1746,194799.94
1747,216639.97
1748,236131.8
1749,155495.05
1750,143215.0
1751,223574.69
1752,124565.04
1753,153261.53
1754,193278.08
1755,166112.08
1756,136256.64
1757,117373.22
1758,144900.97
1759,171269.81
1760,159216.19
1761,159042.78
1762,179094.22
1763,154671.98
1764,112179.875
1765,177972.52
1766,186957.28
1767,244771.78
1768,138671.5
1769,180663.16
1770,146971.36
1771,125338.58
1772,127403.0
1773,125263.48
1774,112855.49
1775,134913.98
1776,128747.17
1777,109158.36
1778,133892.84
1779,104307.0
1780,167944.58
1781,126596.55
1782,94073.17
1783,149581.52
1784,97494.23
1785,117589.766
1786,131840.97
1787,147578.48
1788,87168.21
1789,98792.16
1790,48349.195
1791,205002.62
1792,161696.31
1793,136038.19
1794,154990.53
1795,124750.99
1796,117941.67
1797,132870.38
1798,115684.086
1799,111763.5
1800,115060.82
1801,136737.03
1802,126039.29
1803,161425.06
1804,135081.06
1805,138613.22
1806,133020.67
1807,125196.63
1808,113918.766
1809,97685.88
1810,144683.08
1811,97694.3
1812,93925.67
1813,130060.086
1814,83201.36
1815,53922.062
1816,109330.695
1817,101333.555
1818,129669.75
1819,128056.14
1820,72293.26
1821,103306.65
1822,151959.19
1823,74194.85
1824,139350.47
1825,119712.68
1826,96630.48
1827,107846.78
1828,141467.42
1829,100394.25
1830,135690.31
1831,155109.84
1832,93656.69
1833,131236.95
1834,124950.586
1835,112290.18
1836,106241.45
1837,120612.875
1838,124014.37
1839,109610.74
1840,183034.08
1841,132616.89
1842,101128.8
1843,148054.9
1844,130109.28
1845,137558.89
1846,138149.3
1847,156449.89
1848,66645.29
1849,116988.266
1850,116801.016
1851,156623.23
1852,131784.36
1853,132677.77
1854,168361.34
1855,145692.12
1856,220074.06
1857,146339.3
1858,138756.23
1859,115987.266
1860,147991.31
1861,115594.26
1862,263565.38
1863,259528.69
1864,259566.67
1865,351029.78
1866,322933.16
1867,241712.16
1868,297185.16
1869,214310.7
1870,253363.67
1871,240847.94
1872,169857.69
1873,223058.6
1874,149390.77
1875,203150.61
1876,201519.28
1877,214560.81
1878,219709.34
1879,127699.25
1880,135121.02
1881,245820.08
1882,244071.31
1883,189547.55
1884,202352.52
1885,263661.1
1886,272139.97
1887,217059.22
1888,295281.5
1889,167907.58
1890,130699.1
1891,141450.52
1892,106409.625
1893,130617.82
1894,67819.586
1895,141786.28
1896,138326.52
1897,140883.44
1898,125966.81
1899,135964.81
1900,139308.17
1901,161467.9
1902,125135.07
1903,218550.02
1904,126499.77
1905,179787.78
1906,167406.11
1907,209905.06
1908,112746.914
1909,139661.3
1910,115527.4
1911,198916.47
1912,294199.0
1913,147304.84
1914,73980.375
1915,257069.42
1916,63819.43
1917,249622.2
1918,133677.47
1919,171439.08
1920,177363.73
1921,375470.84
1922,313267.22
1923,217616.14
1924,241137.81
1925,203654.4
1926,375664.56
1927,126289.49
1928,152692.34
1929,129914.35
1930,137557.55
1931,138976.67
1932,145520.95
1933,168399.9
1934,183406.28
1935,170753.28
1936,186374.4
1937,183351.08
1938,173123.52
1939,257755.22
1940,186818.11
1941,180882.98
1942,186697.23
1943,200442.2
1944,297836.8
1945,351143.84
1946,129304.91
1947,305677.94
1948,189130.08
1949,244494.61
1950,185793.52
1951,250839.58
1952,198453.19
1953,170501.7
1954,197836.27
1955,141194.83
1956,311678.6
1957,160161.8
1958,312154.53
1959,141739.61
1960,115597.945
1961,122487.21
1962,103031.35
1963,101734.29
1964,100407.26
1965,139729.31
1966,144530.89
1967,286266.16
1968,380976.4
1969,375738.6
1970,408676.25
1971,454068.44
1972,370261.3
1973,258236.03
1974,310206.97
1975,514714.78
1976,303065.88
1977,370811.8
1978,339986.06
1979,315669.9
1980,199877.83
1981,346090.6
1982,231754.39
1983,205663.33
1984,165534.28
1985,246387.16
1986,248668.6
1987,176668.38
1988,177052.88
1989,195361.12
1990,213939.53
1991,233036.23
1992,214710.47
1993,175901.8
1994,240618.5
1995,189852.86
1996,270657.97
1997,277317.03
1998,339604.16
1999,250189.7
2000,285777.53
2001,269616.3
2002,266977.34
2003,261752.28
2004,284588.88
2005,232689.75
2006,214842.94
2007,274999.2
2008,209123.06
2009,199776.03
2010,195471.9
2011,101375.375
2012,176648.72
2013,180728.23
2014,185131.03
2015,195795.19
2016,192854.78
2017,190434.75
2018,130915.95
2019,141065.98
2020,118586.695
2021,108135.766
2022,190413.03
2023,151403.25
2024,258893.17
2025,354827.84
2026,184618.66
2027,159105.72
2028,157885.7
2029,160610.47
2030,283518.53
2031,254791.55
2032,244364.62
2033,276000.84
2034,161459.17
2035,218208.9
2036,176247.25
2037,180591.28
2038,305288.22
2039,227469.53
2040,319614.9
2041,264007.0
2042,203469.92
2043,168009.84
2044,175245.4
2045,203247.23
2046,125834.45
2047,149345.7
2048,145128.25
2049,129479.98
2050,173996.98
2051,105161.27
2052,132711.14
2053,150872.38
2054,75946.87
2055,141355.22
2056,144901.84
2057,115454.805
2058,219751.78
2059,139501.98
2060,172987.81
2061,175716.9
2062,122563.04
2063,111728.34
2064,139002.61
2065,118928.5
2066,169350.67
2067,117619.91
2068,113343.12
2069,78957.31
2070,117282.766
2071,99457.41
2072,118650.984
2073,147963.53
2074,201978.14
2075,149293.95
2076,129907.89
2077,151716.75
2078,123414.234
2079,127039.29
2080,120519.23
2081,121595.19
2082,71736.54
2083,147136.2
2084,118485.195
2085,111953.336
2086,145698.8
2087,141690.73
2088,105668.17
2089,81480.9
2090,131280.52
2091,91033.875
2092,137963.9
2093,117455.5
2094,117197.98
2095,143008.44
2096,88103.05
2097,88361.42
2098,146078.52
2099,60601.43
2100,64310.32
2101,113266.83
2102,122372.83
2103,97542.836
2104,127566.84
2105,112208.016
2106,63506.414
2107,221687.62
2108,121169.87
2109,114143.13
2110,126902.37
2111,153871.02
2112,141411.89
2113,121389.02
2114,117102.17
2115,157593.66
2116,120485.78
2117,138865.83
2118,114002.12
2119,121260.11
2120,122908.83
2121,93814.68
2122,105238.88
2123,92878.53
2124,162577.7
2125,125407.92
2126,162633.39
2127,175582.86
2128,118993.67
2129,99878.125
2130,135529.33
2131,137240.6
2132,126330.86
2133,125339.086
2134,124100.96
2135,100983.14
2136,87932.1
2137,120718.88
2138,131588.72
2139,147125.1
2140,145468.12
2141,149977.36
2142,126533.33
2143,151905.11
2144,123507.445
2145,139908.89
2146,152908.77
2147,151880.06
2148,140192.39
2149,138024.42
2150,212991.94
2151,107132.33
2152,175649.27
2153,175525.69
2154,117893.93
2155,145579.4
2156,278538.47
2157,248115.78
2158,218918.83
2159,187964.4
2160,175936.12
2161,258967.47
2162,399296.25
2163,346256.34
2164,245643.4
2165,187502.5
2166,154818.88
2167,212157.05
2168,201642.78
